longitude,latitude
-97.12,36.13
-97.12,36.13
-97.12,36.13
-97.12,36.13
-97.12,36.13
-97.12,36.13
-97.12,36.13
-97.12,36.13
-97.12,36.13
-97.12,36.13
-97.12,36.13
-97.12,36.13
-97.12,36.13
-97.12,36.13
-97.12,36.13
-97.12,36.13
-97.12,36.13
-97.12,36.13
-97.12,36.13
-97.12,36.13
-97.12,36.13
-97.12,36.13
-97.12,36.13
-97.12,36.13
-97.12,36.13
-97.12,36.13
-97.12,36.13
-97.12,36.13
-97.12,36.13
-97.12,36.13
-97.12,36.13
-97.12,36.13
-97.12,36.13
-97.12,36.13
-97.12,36.13
-97.12,36.13
-84.49,30.04
-84.49,30.04
-84.49,30.04
-84.49,30.04
-84.49,30.04
-84.49,30.04
-84.49,30.04
-84.49,30.04
-118.43,33.94
-118.43,33.94
-118.43,33.94
-118.43,33.94
-118.43,33.94
-118.43,33.94
-118.43,33.94
-98.64,29.44
-98.64,29.44
-98.64,29.44
-98.64,29.44
-98.64,29.44
-98.64,29.44
-98.64,29.44
-98.64,29.44
-98.64,29.44
-98.64,29.44
-71.44,42.7
-71.44,42.7
-71.44,42.7
-71.44,42.7
-71.44,42.7
-71.44,42.7
-71.44,42.7
-71.44,42.7
-71.44,42.7
-71.44,42.7
-71.44,42.7
-71.44,42.7
-71.44,42.7
-71.44,42.7
-71.44,42.7
-89.56,43.06
-89.56,43.06
-89.56,43.06
-89.56,43.06
-89.56,43.06
-89.56,43.06
-89.56,43.06
-89.56,43.06
-89.56,43.06
-89.56,43.06
-89.56,43.06
-89.56,43.06
-89.56,43.06
-89.56,43.06
-89.56,43.06
-89.56,43.06
-89.56,43.06
-89.56,43.06
-89.56,43.06
-89.56,43.06
-89.56,43.06
-89.56,43.06
-89.56,43.06
-89.56,43.06
-89.56,43.06
-89.56,43.06
-89.56,43.06
-89.56,43.06
-118.43,33.94
-118.43,33.94
-118.43,33.94
-118.43,33.94
-118.43,33.94
-118.43,33.94
-118.43,33.94
-118.43,33.94
-118.43,33.94
-118.43,33.94
-118.43,33.94
-118.43,33.94
-118.43,33.94
-118.43,33.94
-118.43,33.94
-118.43,33.94
-90.42,38.58
-90.42,38.58
-90.42,38.58
-90.42,38.58
-90.42,38.58
-90.42,38.58
-90.42,38.58
-90.42,38.58
-90.42,38.58
-90.42,38.58
-90.42,38.58
-90.42,38.58
-90.42,38.58
-90.42,38.58
-90.42,38.58
-90.42,38.58
-90.42,38.58
-90.42,38.58
-90.42,38.58
-90.42,38.58
-90.42,38.58
-90.42,38.58
-90.42,38.58
-90.42,38.58
-90.42,38.58
-90.42,38.58
-83.65,41.37
-83.65,41.37
-83.65,41.37
-83.65,41.37
-83.65,41.37
-83.65,41.37
-83.65,41.37
-83.65,41.37
-83.65,41.37
-83.65,41.37
-83.65,41.37
-83.65,41.37
-83.65,41.37
-83.65,41.37
-83.65,41.37
-83.65,41.37
-83.65,41.37
-83.65,41.37
-83.65,41.37
-83.65,41.37
-83.65,41.37
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-98.71,29.44
-98.71,29.44
-98.71,29.44
-98.71,29.44
-98.71,29.44
-98.71,29.44
-98.71,29.44
-98.71,29.44
-98.71,29.44
-98.71,29.44
-98.71,29.44
-97.03,32.11
-97.03,32.11
-97.03,32.11
-97.03,32.11
-97.03,32.11
-97.03,32.11
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-111.88,40.72
-82.3,38.85
-82.3,38.85
-82.3,38.85
-82.3,38.85
-82.3,38.85
-82.3,38.85
-82.3,38.85
-82.3,38.85
-82.3,38.85
-82.3,38.85
-97.18,33.23
-97.18,33.23
-97.18,33.23
-97.18,33.23
-97.18,33.23
-97.18,33.23
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-72.71,41.74
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-122.46,45.53
-93.03,30.97
-93.03,30.97
-93.03,30.97
-93.03,30.97
-93.03,30.97
-93.03,30.97
-93.03,30.97
-93.03,30.97
-93.03,30.97
-93.03,30.97
-93.03,30.97
-93.03,30.97
-93.03,30.97
-93.03,30.97
-93.03,30.97
-93.03,30.97
-93.03,30.97
-93.03,30.97
-93.03,30.97
-93.03,30.97
-93.03,30.97
-93.03,30.97
-93.03,30.97
-93.03,30.97
-93.03,30.97
-93.03,30.97
-93.03,30.97
-93.03,30.97
-93.03,30.97
-106.47,35.17
-106.47,35.17
-106.47,35.17
-106.47,35.17
-106.47,35.17
-106.47,35.17
-106.47,35.17
